production_id,production_date,site,machine_id,operator_team,temperature,pressure,production_duration,material_type,quality_score,defect,production_month,production_day,production_weekday,production_hour,production_shift,temperature_deviation,pressure_deviation
PRD-001215,2024-12-14 13:54:00,Lyon,M-02,Team A,42.0,4.31,45.54,Alloy,87.58,0,12,14,Saturday,13,Morning,28.0,0.6900000000000004
PRD-001216,2024-12-14 20:24:00,Limoges,M-04,Team A,63.59,5.84,46.75,Alloy,75.99,1,12,14,Saturday,20,Afternoon,6.409999999999997,0.8399999999999999
PRD-001217,2024-12-14 23:27:00,Besancon,M-08,Team B,78.76,5.61,40.4,Alloy,91.03,0,12,14,Saturday,23,Night,8.760000000000005,0.6100000000000003
PRD-001218,2024-12-15 01:34:00,Limoges,M-05,Team C,79.95,4.41,34.45,Alloy,75.98,1,12,15,Sunday,1,Night,9.950000000000003,0.5899999999999999
PRD-001219,2024-12-15 13:44:00,Limoges,M-05,Team A,70.19,5.8,36.58,Ceramic,94.58,0,12,15,Sunday,13,Morning,0.18999999999999773,0.7999999999999998
PRD-001220,2024-12-15 22:33:00,Lyon,M-03,Team B,73.46,5.21,29.63,Alloy,99.28,0,12,15,Sunday,22,Night,3.4599999999999937,0.20999999999999996
PRD-001221,2024-12-16 04:39:00,Limoges,M-06,Team B,65.9,4.9,57.1,Composite,86.63,0,12,16,Monday,4,Night,4.099999999999994,0.09999999999999964
PRD-001222,2024-12-16 07:12:00,Besancon,M-07,Team A,76.04,5.23,30.3,Ceramic,76.32,1,12,16,Monday,7,Morning,6.040000000000006,0.23000000000000043
PRD-001223,2024-12-16 20:14:00,Limoges,M-06,Team C,80.15,5.09,52.55,Composite,95.02,0,12,16,Monday,20,Afternoon,10.150000000000006,0.08999999999999986
PRD-001224,2024-12-17 01:33:00,Limoges,M-05,Team A,62.25,5.35,36.43,Composite,89.58,0,12,17,Tuesday,1,Night,7.75,0.34999999999999964
PRD-001225,2024-12-17 11:43:00,Lyon,M-03,Team B,74.41,5.12,57.49,Ceramic,93.99,0,12,17,Tuesday,11,Morning,4.409999999999997,0.1200000000000001
PRD-001226,2024-12-17 21:10:00,Lyon,M-02,Team A,73.2,4.78,28.38,Precious metal,94.6,0,12,17,Tuesday,21,Afternoon,3.200000000000003,0.21999999999999975
PRD-001227,2024-12-18 01:57:00,Lyon,M-03,Team B,74.74,3.68,44.12,Precious metal,94.31,0,12,18,Wednesday,1,Night,4.739999999999995,1.3199999999999998
PRD-001228,2024-12-18 06:40:00,Lyon,M-03,Team B,80.54,5.34,59.63,Ceramic,81.04,1,12,18,Wednesday,6,Morning,10.540000000000006,0.33999999999999986
PRD-001229,2024-12-18 07:40:00,Lyon,M-03,Team B,82.59,4.76,48.71,Alloy,76.6,1,12,18,Wednesday,7,Morning,12.590000000000003,0.2400000000000002
PRD-001230,2024-12-20 22:05:00,Besancon,M-08,Team B,67.99,5.51,45.3,Ceramic,87.38,0,12,20,Friday,22,Night,2.010000000000005,0.5099999999999998
PRD-001231,2024-12-21 06:15:00,Limoges,M-05,Team D,73.7,5.31,27.46,Alloy,90.32,0,12,21,Saturday,6,Morning,3.700000000000003,0.3099999999999996
PRD-001232,2024-12-21 22:03:00,Lyon,M-01,Team B,69.94,4.77,37.42,Ceramic,100.0,0,12,21,Saturday,22,Night,0.060000000000002274,0.23000000000000043
PRD-001233,2024-12-22 09:08:00,Lyon,M-02,Team D,67.11,5.66,59.11,Ceramic,72.91,1,12,22,Sunday,9,Morning,2.8900000000000006,0.6600000000000001
PRD-001234,2024-12-22 15:59:00,Lyon,M-02,Team A,71.81,5.13,45.21,Ceramic,94.73,0,12,22,Sunday,15,Afternoon,1.8100000000000023,0.1299999999999999
PRD-001235,2024-12-23 03:42:00,Besancon,M-08,Team B,72.69,5.11,42.43,Composite,71.49,1,12,23,Monday,3,Night,2.6899999999999977,0.11000000000000032
PRD-001236,2024-12-23 08:04:00,Lyon,M-02,Team A,71.53,4.91,45.27,Alloy,89.33,0,12,23,Monday,8,Morning,1.5300000000000011,0.08999999999999986
PRD-001237,2024-12-23 11:32:00,Besancon,M-07,Team B,68.12,6.09,37.58,Ceramic,94.45,0,12,23,Monday,11,Morning,1.8799999999999955,1.0899999999999999
PRD-001238,2024-12-23 13:43:00,Besancon,M-07,Team C,70.29,4.54,46.26,Alloy,93.24,0,12,23,Monday,13,Morning,0.29000000000000625,0.45999999999999996
PRD-001239,2024-12-23 20:15:00,Lyon,M-03,Team D,69.63,4.79,39.64,Composite,92.44,0,12,23,Monday,20,Afternoon,0.37000000000000455,0.20999999999999996
PRD-001240,2024-12-24 01:46:00,Limoges,M-05,Team C,65.82,4.2,45.35,Composite,89.07,0,12,24,Tuesday,1,Night,4.180000000000007,0.7999999999999998
PRD-001241,2024-12-24 03:27:00,Besancon,M-07,Team C,74.33,5.47,38.38,Alloy,86.0,0,12,24,Tuesday,3,Night,4.329999999999998,0.46999999999999975
PRD-001242,2024-12-24 05:11:00,Lyon,M-01,Team A,71.67,4.62,30.42,Alloy,95.01,0,12,24,Tuesday,5,Night,1.6700000000000017,0.3799999999999999
PRD-001243,2024-12-24 14:49:00,Lyon,M-03,Team A,77.09,4.69,39.58,Alloy,90.56,0,12,24,Tuesday,14,Afternoon,7.090000000000003,0.3099999999999996
PRD-001244,2024-12-25 06:31:00,Besancon,M-07,Team C,68.24,4.66,48.13,Composite,88.18,0,12,25,Wednesday,6,Morning,1.7600000000000051,0.33999999999999986
PRD-001245,2024-12-25 17:11:00,Besancon,M-07,Team A,69.7,5.04,46.15,Composite,93.86,0,12,25,Wednesday,17,Afternoon,0.29999999999999716,0.040000000000000036
PRD-001246,2024-12-25 22:49:00,Limoges,M-05,Team A,78.28,4.19,48.25,Ceramic,77.81,1,12,25,Wednesday,22,Night,8.280000000000001,0.8099999999999996
PRD-001247,2024-12-26 02:26:00,Limoges,M-04,Team D,67.94,3.54,50.19,Composite,90.23,0,12,26,Thursday,2,Night,2.0600000000000023,1.46
PRD-001248,2024-12-26 14:37:00,Lyon,M-01,Team D,69.66,5.3,44.37,Precious metal,93.8,0,12,26,Thursday,14,Afternoon,0.3400000000000034,0.2999999999999998
PRD-001249,2024-12-26 14:43:00,Besancon,M-08,Team C,68.29,3.63,43.45,Composite,91.54,0,12,26,Thursday,14,Afternoon,1.7099999999999937,1.37
PRD-001250,2024-12-26 17:21:00,Limoges,M-05,Team B,76.09,5.56,44.16,Ceramic,89.22,0,12,26,Thursday,17,Afternoon,6.090000000000003,0.5599999999999996
PRD-001251,2024-12-27 04:19:00,Lyon,M-01,Team D,75.59,6.01,50.65,Composite,76.57,1,12,27,Friday,4,Night,5.590000000000003,1.0099999999999998
PRD-001252,2024-12-27 09:33:00,Limoges,M-04,Team A,74.59,4.89,50.33,Ceramic,94.3,0,12,27,Friday,9,Morning,4.590000000000003,0.11000000000000032
PRD-001253,2024-12-27 17:16:00,Besancon,M-07,Team B,72.04,5.84,38.54,Composite,94.99,0,12,27,Friday,17,Afternoon,2.0400000000000063,0.8399999999999999
PRD-001254,2024-12-27 19:21:00,Besancon,M-08,Team B,64.66,4.98,220.0,Composite,94.75,0,12,27,Friday,19,Afternoon,5.340000000000003,0.019999999999999574
PRD-001255,2024-12-27 22:26:00,Lyon,M-03,Team D,82.01,6.04,51.84,Alloy,72.33,1,12,27,Friday,22,Night,12.010000000000005,1.04
PRD-001256,2024-12-28 14:51:00,Lyon,M-01,Team D,73.95,4.7,37.05,Alloy,94.28,0,12,28,Saturday,14,Afternoon,3.950000000000003,0.2999999999999998
PRD-001257,2024-12-28 17:58:00,Besancon,M-08,Team C,66.83,3.46,43.58,Alloy,92.14,0,12,28,Saturday,17,Afternoon,3.1700000000000017,1.54
PRD-001258,2024-12-29 01:13:00,Besancon,M-08,Team A,76.6,4.95,61.82,Alloy,88.63,0,12,29,Sunday,1,Night,6.599999999999994,0.04999999999999982
PRD-001259,2024-12-29 09:18:00,Limoges,M-04,Team B,66.01,6.11,54.41,Ceramic,89.09,0,12,29,Sunday,9,Morning,3.989999999999995,1.1100000000000003
PRD-001260,2024-12-30 03:16:00,Limoges,M-04,Team A,76.14,10.8,55.89,Alloy,92.91,0,12,30,Monday,3,Night,6.140000000000001,5.800000000000001
PRD-001261,2024-12-30 09:22:00,Limoges,M-06,Team D,78.69,4.67,38.7,Composite,81.02,1,12,30,Monday,9,Morning,8.689999999999998,0.33000000000000007
PRD-001262,2024-12-30 11:51:00,Lyon,M-02,Team A,65.61,5.21,51.57,Alloy,86.47,0,12,30,Monday,11,Morning,4.390000000000001,0.20999999999999996
PRD-001263,2024-12-31 06:09:00,Lyon,M-03,Team A,75.03,5.63,43.21,Alloy,96.47,0,12,31,Tuesday,6,Morning,5.030000000000001,0.6299999999999999
PRD-001264,2024-12-31 12:59:00,Lyon,M-01,Team C,73.57,4.94,45.93,Composite,96.27,0,12,31,Tuesday,12,Morning,3.569999999999993,0.05999999999999961
PRD-001265,2024-12-31 13:25:00,Lyon,M-01,Team B,83.1,6.71,64.17,Ceramic,72.77,1,12,31,Tuesday,13,Morning,13.099999999999994,1.71
PRD-001266,2024-12-31 18:18:00,Besancon,M-07,Team D,68.84,4.66,45.77,Ceramic,92.37,0,12,31,Tuesday,18,Afternoon,1.1599999999999966,0.33999999999999986
PRD-001267,2025-01-01 06:33:00,Lyon,M-01,Team A,76.95,5.65,43.15,Composite,92.11,0,1,1,Wednesday,6,Morning,6.950000000000003,0.6500000000000004
PRD-001268,2025-01-02 02:27:00,Lyon,M-02,Team D,70.49,5.5,38.77,Precious metal,91.19,0,1,2,Thursday,2,Night,0.4899999999999949,0.5
PRD-001269,2025-01-02 02:50:00,Limoges,M-04,Team A,62.34,4.55,50.11,Composite,90.13,0,1,2,Thursday,2,Night,7.659999999999997,0.4500000000000002
PRD-001270,2025-01-02 06:30:00,Lyon,M-03,Team A,71.38,4.72,38.51,Alloy,88.75,0,1,2,Thursday,6,Morning,1.3799999999999955,0.28000000000000025
PRD-001271,2025-01-02 09:54:00,Lyon,M-02,Team B,70.41,5.66,51.18,Alloy,87.23,0,1,2,Thursday,9,Morning,0.4099999999999966,0.6600000000000001
PRD-001272,2025-01-02 15:38:00,Limoges,M-06,Team A,65.49,5.09,32.8,Precious metal,99.5,0,1,2,Thursday,15,Afternoon,4.510000000000005,0.08999999999999986
PRD-001273,2025-01-03 01:12:00,Lyon,M-02,Team C,72.02,5.22,47.39,Composite,93.09,0,1,3,Friday,1,Night,2.019999999999996,0.21999999999999975
PRD-001274,2025-01-03 02:58:00,Limoges,M-04,Team A,73.78,3.94,37.85,Composite,91.88,0,1,3,Friday,2,Night,3.780000000000001,1.06
PRD-001275,2025-01-03 07:17:00,Besancon,M-08,Team A,70.44,5.43,48.84,Composite,92.87,0,1,3,Friday,7,Morning,0.4399999999999977,0.4299999999999997
PRD-001276,2025-01-03 07:22:00,Lyon,M-01,Team C,66.68,5.19,42.89,Alloy,90.24,0,1,3,Friday,7,Morning,3.319999999999993,0.1900000000000004
PRD-001277,2025-01-03 11:56:00,Besancon,M-08,Team A,68.43,4.96,43.72,Ceramic,92.54,0,1,3,Friday,11,Morning,1.5699999999999932,0.040000000000000036
PRD-001278,2025-01-03 15:52:00,Besancon,M-08,Team C,69.18,5.23,39.91,Composite,93.67,0,1,3,Friday,15,Afternoon,0.8199999999999932,0.23000000000000043
PRD-001279,2025-01-03 16:32:00,Besancon,M-07,Team C,73.83,4.73,39.2,Precious metal,91.86,0,1,3,Friday,16,Afternoon,3.8299999999999983,0.2699999999999996
PRD-001280,2025-01-04 02:13:00,Limoges,M-05,Team A,75.97,4.62,49.7,Alloy,89.05,0,1,4,Saturday,2,Night,5.969999999999999,0.3799999999999999
PRD-001281,2025-01-04 14:54:00,Limoges,M-05,Team C,71.61,4.84,34.61,Composite,94.72,0,1,4,Saturday,14,Afternoon,1.6099999999999994,0.16000000000000014
PRD-001282,2025-01-04 16:27:00,Limoges,M-04,Team A,61.51,4.7,40.86,Alloy,91.56,0,1,4,Saturday,16,Afternoon,8.490000000000002,0.2999999999999998
PRD-001283,2025-01-05 04:40:00,Limoges,M-04,Team B,65.88,6.42,48.76,Precious metal,91.55,0,1,5,Sunday,4,Night,4.1200000000000045,1.42
PRD-001284,2025-01-05 07:46:00,Lyon,M-03,Team A,72.86,5.59,55.91,Alloy,93.6,0,1,5,Sunday,7,Morning,2.8599999999999994,0.5899999999999999
PRD-001285,2025-01-05 23:05:00,Besancon,M-07,Team D,78.55,4.37,42.93,Composite,89.98,0,1,5,Sunday,23,Night,8.549999999999997,0.6299999999999999
PRD-001286,2025-01-05 23:18:00,Limoges,M-05,Team C,76.95,6.32,41.06,Alloy,89.42,0,1,5,Sunday,23,Night,6.950000000000003,1.3200000000000003
PRD-001287,2025-01-06 01:35:00,Besancon,M-07,Team B,81.93,4.72,45.19,Composite,94.43,0,1,6,Monday,1,Night,11.930000000000007,0.28000000000000025
PRD-001288,2025-01-06 02:20:00,Lyon,M-02,Team D,71.08,5.02,26.41,Composite,90.82,0,1,6,Monday,2,Night,1.0799999999999983,0.019999999999999574
PRD-001289,2025-01-06 02:41:00,Lyon,M-01,Team B,73.47,5.58,33.41,Alloy,86.46,0,1,6,Monday,2,Night,3.469999999999999,0.5800000000000001
PRD-001290,2025-01-06 12:31:00,Limoges,M-05,Team D,62.64,3.72,40.0,Composite,91.54,0,1,6,Monday,12,Morning,7.359999999999999,1.2799999999999998
PRD-001291,2025-01-06 19:10:00,Limoges,M-05,Team C,72.44,4.85,40.3,Precious metal,91.15,0,1,6,Monday,19,Afternoon,2.4399999999999977,0.15000000000000036
PRD-001292,2025-01-07 07:43:00,Limoges,M-05,Team D,64.61,4.63,33.19,Precious metal,88.59,0,1,7,Tuesday,7,Morning,5.390000000000001,0.3700000000000001
PRD-001293,2025-01-09 07:03:00,Lyon,M-02,Team D,70.07,5.13,49.86,Alloy,96.09,0,1,9,Thursday,7,Morning,0.06999999999999318,0.1299999999999999
PRD-001294,2025-01-09 07:11:00,Lyon,M-01,Team D,85.26,5.24,45.08,Composite,88.62,0,1,9,Thursday,7,Morning,15.260000000000005,0.2400000000000002
PRD-001295,2025-01-09 15:43:00,Limoges,M-05,Team A,71.78,4.95,49.12,Ceramic,89.31,0,1,9,Thursday,15,Afternoon,1.7800000000000011,0.04999999999999982
PRD-001296,2025-01-10 09:11:00,Lyon,M-03,Team C,67.51,4.92,37.45,Composite,98.94,0,1,10,Friday,9,Morning,2.489999999999995,0.08000000000000007
PRD-001297,2025-01-10 15:29:00,Besancon,M-07,Team D,74.82,5.69,48.64,Ceramic,72.43,1,1,10,Friday,15,Afternoon,4.819999999999993,0.6900000000000004
PRD-001298,2025-01-10 16:18:00,Lyon,M-01,Team C,66.81,5.2,47.12,Composite,92.34,0,1,10,Friday,16,Afternoon,3.1899999999999977,0.20000000000000018
PRD-001299,2025-01-10 23:48:00,Lyon,M-03,Team A,67.0,5.03,40.88,Alloy,87.39,0,1,10,Friday,23,Night,3.0,0.03000000000000025
PRD-001300,2025-01-11 00:10:00,Lyon,M-03,Team D,82.94,5.1,51.56,Ceramic,90.33,0,1,11,Saturday,0,Night,12.939999999999998,0.09999999999999964
PRD-001301,2025-01-11 05:47:00,Limoges,M-06,Team A,76.55,6.19,36.63,Alloy,88.32,0,1,11,Saturday,5,Night,6.549999999999997,1.1900000000000004
PRD-001302,2025-01-11 08:30:00,Limoges,M-06,Team B,72.8,5.11,43.78,Alloy,95.45,0,1,11,Saturday,8,Morning,2.799999999999997,0.11000000000000032
PRD-001303,2025-01-11 16:14:00,Limoges,M-06,Team B,68.96,4.67,52.14,Alloy,92.64,0,1,11,Saturday,16,Afternoon,1.0400000000000063,0.33000000000000007
PRD-001304,2025-01-11 17:51:00,Besancon,M-08,Team A,67.58,3.76,52.86,Alloy,94.92,0,1,11,Saturday,17,Afternoon,2.4200000000000017,1.2400000000000002
PRD-001305,2025-01-12 00:22:00,Lyon,M-02,Team C,78.42,4.07,53.62,Composite,88.18,0,1,12,Sunday,0,Night,8.420000000000002,0.9299999999999997
PRD-001306,2025-01-12 09:44:00,Limoges,M-04,Team A,70.39,4.7,50.28,Ceramic,88.24,0,1,12,Sunday,9,Morning,0.39000000000000057,0.2999999999999998
PRD-001307,2025-01-12 10:10:00,Lyon,M-02,Team C,54.37,4.93,43.25,Alloy,89.92,0,1,12,Sunday,10,Morning,15.630000000000003,0.07000000000000028
PRD-001308,2025-01-12 21:25:00,Lyon,M-01,Team D,82.09,4.64,39.41,Composite,89.07,0,1,12,Sunday,21,Afternoon,12.090000000000003,0.3600000000000003
PRD-001309,2025-01-12 22:12:00,Limoges,M-06,Team B,71.95,5.23,31.54,Precious metal,87.61,0,1,12,Sunday,22,Night,1.9500000000000028,0.23000000000000043
PRD-001310,2025-01-13 18:23:00,Lyon,M-02,Team C,72.19,4.63,35.24,Precious metal,89.62,0,1,13,Monday,18,Afternoon,2.1899999999999977,0.3700000000000001
PRD-001311,2025-01-14 01:59:00,Limoges,M-06,Team A,76.65,4.41,41.66,Composite,88.9,0,1,14,Tuesday,1,Night,6.650000000000006,0.5899999999999999
PRD-001312,2025-01-14 05:34:00,Limoges,M-05,Team D,72.62,5.4,45.13,Precious metal,97.27,0,1,14,Tuesday,5,Night,2.6200000000000045,0.40000000000000036
PRD-001313,2025-01-14 18:25:00,Limoges,M-05,Team D,74.08,5.89,54.3,Composite,92.91,0,1,14,Tuesday,18,Afternoon,4.079999999999998,0.8899999999999997
PRD-001314,2025-01-14 19:13:00,Limoges,M-06,Team A,68.8,4.28,56.52,Precious metal,90.71,0,1,14,Tuesday,19,Afternoon,1.2000000000000028,0.7199999999999998
PRD-001315,2025-01-14 23:59:00,Limoges,M-05,Team C,63.81,5.16,40.51,Precious metal,93.32,0,1,14,Tuesday,23,Night,6.189999999999998,0.16000000000000014
PRD-001316,2025-01-15 02:10:00,Lyon,M-02,Team B,71.86,3.76,49.55,Alloy,85.15,0,1,15,Wednesday,2,Night,1.8599999999999994,1.2400000000000002
PRD-001317,2025-01-15 07:51:00,Lyon,M-02,Team B,77.84,4.04,42.18,Precious metal,88.51,0,1,15,Wednesday,7,Morning,7.840000000000003,0.96
PRD-001318,2025-01-15 08:19:00,Lyon,M-03,Team C,68.63,4.62,48.46,Composite,93.98,0,1,15,Wednesday,8,Morning,1.3700000000000045,0.3799999999999999
PRD-001319,2025-01-15 15:39:00,Limoges,M-06,Team B,67.21,5.74,49.45,Composite,92.24,0,1,15,Wednesday,15,Afternoon,2.7900000000000063,0.7400000000000002
PRD-001320,2025-01-16 00:00:00,Besancon,M-07,Team C,79.05,4.49,55.94,Precious metal,74.14,1,1,16,Thursday,0,Night,9.049999999999997,0.5099999999999998
PRD-001321,2025-01-16 01:39:00,Lyon,M-02,Team A,68.02,4.47,44.06,Ceramic,92.5,0,1,16,Thursday,1,Night,1.980000000000004,0.5300000000000002
PRD-001322,2025-01-16 11:07:00,Limoges,M-05,Team B,68.07,5.02,56.11,Ceramic,93.62,0,1,16,Thursday,11,Morning,1.9300000000000068,0.019999999999999574
PRD-001323,2025-01-16 12:30:00,Besancon,M-08,Team D,67.26,5.02,28.02,Composite,93.11,0,1,16,Thursday,12,Morning,2.739999999999995,0.019999999999999574
PRD-001324,2025-01-16 22:56:00,Besancon,M-07,Team A,72.36,4.49,43.8,Composite,94.52,0,1,16,Thursday,22,Night,2.3599999999999994,0.5099999999999998
PRD-001325,2025-01-17 08:09:00,Limoges,M-06,Team C,62.82,6.29,45.8,Precious metal,76.81,1,1,17,Friday,8,Morning,7.18,1.29
PRD-001326,2025-01-17 12:58:00,Limoges,M-06,Team A,68.2,4.83,45.97,Precious metal,94.67,0,1,17,Friday,12,Morning,1.7999999999999972,0.16999999999999993
PRD-001327,2025-01-17 15:51:00,Limoges,M-04,Team D,70.0,5.07,26.7,Composite,99.03,0,1,17,Friday,15,Afternoon,0.0,0.07000000000000028
PRD-001328,2025-01-18 07:32:00,Besancon,M-07,Team C,73.86,4.74,42.89,Precious metal,94.93,0,1,18,Saturday,7,Morning,3.8599999999999994,0.2599999999999998
PRD-001329,2025-01-18 08:43:00,Lyon,M-02,Team B,76.42,5.29,53.84,Alloy,96.25,0,1,18,Saturday,8,Morning,6.420000000000002,0.29000000000000004
PRD-001330,2025-01-18 10:29:00,Besancon,M-07,Team A,82.26,5.8,42.59,Precious metal,73.1,1,1,18,Saturday,10,Morning,12.260000000000005,0.7999999999999998
PRD-001331,2025-01-18 15:51:00,Lyon,M-03,Team B,79.86,6.08,48.71,Alloy,70.38,1,1,18,Saturday,15,Afternoon,9.86,1.08
PRD-001332,2025-01-18 20:28:00,Besancon,M-08,Team D,73.96,4.5,48.28,Ceramic,91.42,0,1,18,Saturday,20,Afternoon,3.9599999999999937,0.5
PRD-001333,2025-01-19 06:07:00,Lyon,M-03,Team B,71.23,5.72,51.5,Alloy,91.43,0,1,19,Sunday,6,Morning,1.230000000000004,0.7199999999999998
PRD-001334,2025-01-19 07:54:00,Lyon,M-02,Team B,67.16,5.36,44.53,Composite,96.99,0,1,19,Sunday,7,Morning,2.8400000000000034,0.3600000000000003
PRD-001335,2025-01-20 21:37:00,Lyon,M-03,Team C,72.09,5.63,40.55,Ceramic,89.03,0,1,20,Monday,21,Afternoon,2.0900000000000034,0.6299999999999999
PRD-001336,2025-01-21 13:34:00,Limoges,M-04,Team B,71.85,4.94,43.45,Alloy,93.12,0,1,21,Tuesday,13,Morning,1.8499999999999943,0.05999999999999961
PRD-001337,2025-01-21 15:42:00,Lyon,M-01,Team B,73.77,4.88,55.81,Composite,93.14,0,1,21,Tuesday,15,Afternoon,3.769999999999996,0.1200000000000001
PRD-001338,2025-01-21 16:57:00,Lyon,M-01,Team B,72.74,5.61,46.98,Composite,92.43,0,1,21,Tuesday,16,Afternoon,2.739999999999995,0.6100000000000003
PRD-001339,2025-01-21 17:08:00,Limoges,M-06,Team A,112.0,5.62,42.07,Alloy,92.44,0,1,21,Tuesday,17,Afternoon,42.0,0.6200000000000001
PRD-001340,2025-01-22 06:39:00,Lyon,M-02,Team C,74.49,6.02,61.05,Composite,91.08,0,1,22,Wednesday,6,Morning,4.489999999999995,1.0199999999999996
PRD-001341,2025-01-22 08:17:00,Besancon,M-07,Team D,79.26,5.13,52.27,Alloy,79.76,1,1,22,Wednesday,8,Morning,9.260000000000005,0.1299999999999999
PRD-001342,2025-01-22 11:04:00,Besancon,M-07,Team D,77.28,4.93,49.53,Alloy,96.0,0,1,22,Wednesday,11,Morning,7.280000000000001,0.07000000000000028
PRD-001343,2025-01-22 12:29:00,Limoges,M-05,Team D,70.03,3.4,45.54,Alloy,91.65,0,1,22,Wednesday,12,Morning,0.030000000000001137,1.6
PRD-001344,2025-01-22 15:24:00,Lyon,M-01,Team B,65.16,3.95,48.84,Composite,88.26,0,1,22,Wednesday,15,Afternoon,4.840000000000003,1.0499999999999998
PRD-001345,2025-01-22 15:35:00,Lyon,M-02,Team B,65.94,4.74,49.1,Composite,96.71,0,1,22,Wednesday,15,Afternoon,4.060000000000002,0.2599999999999998
PRD-001346,2025-01-22 21:13:00,Besancon,M-08,Team C,65.66,4.28,25.54,Composite,88.39,0,1,22,Wednesday,21,Afternoon,4.340000000000003,0.7199999999999998
PRD-001347,2025-01-22 22:19:00,Lyon,M-01,Team D,70.84,5.53,46.16,Composite,98.25,0,1,22,Wednesday,22,Night,0.8400000000000034,0.5300000000000002
PRD-001348,2025-01-22 22:22:00,Lyon,M-01,Team C,72.2,4.15,41.71,Composite,96.09,0,1,22,Wednesday,22,Night,2.200000000000003,0.8499999999999996
PRD-001349,2025-01-23 06:38:00,Besancon,M-07,Team B,65.34,4.67,39.0,Composite,96.58,0,1,23,Thursday,6,Morning,4.659999999999997,0.33000000000000007
PRD-001350,2025-01-23 12:05:00,Besancon,M-08,Team C,66.58,4.7,44.44,Precious metal,94.58,0,1,23,Thursday,12,Morning,3.4200000000000017,0.2999999999999998
PRD-001351,2025-01-23 20:06:00,Lyon,M-01,Team C,70.77,5.78,35.55,Ceramic,86.26,0,1,23,Thursday,20,Afternoon,0.769999999999996,0.7800000000000002
PRD-001352,2025-01-23 21:17:00,Limoges,M-05,Team D,65.52,4.6,28.56,Alloy,88.95,0,1,23,Thursday,21,Afternoon,4.480000000000004,0.40000000000000036
PRD-001353,2025-01-24 04:54:00,Limoges,M-05,Team C,72.46,1.2,52.97,Alloy,93.18,0,1,24,Friday,4,Night,2.4599999999999937,3.8
PRD-001354,2025-01-24 06:33:00,Besancon,M-07,Team B,71.1,5.13,46.7,Composite,91.33,0,1,24,Friday,6,Morning,1.0999999999999943,0.1299999999999999
PRD-001355,2025-01-24 12:20:00,Lyon,M-02,Team A,66.64,5.59,28.7,Ceramic,91.16,0,1,24,Friday,12,Morning,3.3599999999999994,0.5899999999999999
PRD-001356,2025-01-24 16:52:00,Lyon,M-01,Team B,69.78,5.55,38.39,Alloy,94.94,0,1,24,Friday,16,Afternoon,0.21999999999999886,0.5499999999999998
PRD-001357,2025-01-24 18:40:00,Limoges,M-04,Team B,70.84,4.98,53.04,Precious metal,92.64,0,1,24,Friday,18,Afternoon,0.8400000000000034,0.019999999999999574
PRD-001358,2025-01-24 22:37:00,Lyon,M-01,Team D,65.09,3.9,43.76,Precious metal,87.22,0,1,24,Friday,22,Night,4.909999999999997,1.1
PRD-001359,2025-01-25 10:53:00,Limoges,M-04,Team B,67.54,4.85,52.96,Alloy,81.14,1,1,25,Saturday,10,Morning,2.4599999999999937,0.15000000000000036
PRD-001360,2025-01-25 20:49:00,Lyon,M-01,Team B,71.93,4.99,51.4,Alloy,94.5,0,1,25,Saturday,20,Afternoon,1.9300000000000068,0.009999999999999787
PRD-001361,2025-01-26 07:54:00,Besancon,M-08,Team B,65.24,5.19,32.15,Alloy,91.55,0,1,26,Sunday,7,Morning,4.760000000000005,0.1900000000000004
PRD-001362,2025-01-26 10:13:00,Besancon,M-07,Team C,64.08,4.52,46.85,Ceramic,93.51,0,1,26,Sunday,10,Morning,5.920000000000002,0.4800000000000004
PRD-001363,2025-01-26 15:43:00,Limoges,M-06,Team B,63.01,5.74,42.42,Precious metal,91.08,0,1,26,Sunday,15,Afternoon,6.990000000000002,0.7400000000000002
PRD-001364,2025-01-26 16:40:00,Besancon,M-08,Team A,67.03,5.01,31.89,Composite,97.09,0,1,26,Sunday,16,Afternoon,2.969999999999999,0.009999999999999787
PRD-001365,2025-01-27 09:49:00,Lyon,M-03,Team D,65.14,4.4,31.37,Alloy,92.1,0,1,27,Monday,9,Morning,4.859999999999999,0.5999999999999996
PRD-001366,2025-01-28 07:37:00,Limoges,M-06,Team B,69.19,4.7,41.55,Ceramic,97.28,0,1,28,Tuesday,7,Morning,0.8100000000000023,0.2999999999999998
PRD-001367,2025-01-28 10:15:00,Lyon,M-01,Team B,78.16,6.25,37.87,Alloy,70.05,1,1,28,Tuesday,10,Morning,8.159999999999997,1.25
PRD-001368,2025-01-28 15:29:00,Besancon,M-07,Team A,65.53,5.43,50.27,Ceramic,79.02,1,1,28,Tuesday,15,Afternoon,4.469999999999999,0.4299999999999997
PRD-001369,2025-01-28 20:31:00,Besancon,M-08,Team C,67.73,5.68,56.35,Ceramic,76.31,1,1,28,Tuesday,20,Afternoon,2.269999999999996,0.6799999999999997
PRD-001370,2025-01-29 01:58:00,Besancon,M-08,Team C,80.29,4.32,47.11,Composite,87.17,0,1,29,Wednesday,1,Night,10.290000000000006,0.6799999999999997
PRD-001371,2025-01-29 09:46:00,Besancon,M-07,Team D,74.82,4.55,54.0,Ceramic,94.73,0,1,29,Wednesday,9,Morning,4.819999999999993,0.4500000000000002
